index,name,category,city,rating,review_count,price_range,phone
689,Noodle Nook #689,Italian,San Jose,4.3,903,$$$$,+1-967-848-4878
690,Pizza Palace #690,American,San Antonio,4.3,266,$$$,+1-134-138-8917
691,Sushi World #691,Chinese,San Jose,3.6,63,$$$$,+1-807-181-3327
692,Pizza Palace #692,American,San Diego,4.2,666,$,+1-635-724-2449
693,Grill House #693,French,Los Angeles,4.8,502,$$$,+1-727-154-6628
694,Pizza Palace #694,Italian,San Diego,4.5,905,$$$$,+1-624-580-6431
695,Burger Haven #695,Mexican,Phoenix,4.1,390,$$$,+1-271-136-5981
696,Noodle Nook #696,American,New York,4.2,577,$$$$,+1-692-273-1845
697,Pasta Point #697,Mediterranean,New York,4.8,966,$$$,+1-596-184-3077
698,Pizza Palace #698,Chinese,Phoenix,3.6,115,$$$,+1-235-730-5603
699,Pasta Point #699,American,New York,3.9,738,$,+1-718-278-3476
700,Curry Kingdom #700,Mexican,Chicago,4.1,876,$$$,+1-901-817-4869
701,Curry Kingdom #701,Indian,Dallas,4.8,538,$,+1-451-186-3376
702,Noodle Nook #702,Indian,San Diego,4.6,881,$$$$,+1-888-492-4898
703,Curry Kingdom #703,Indian,Houston,2.7,137,$$$,+1-155-757-5331
704,Ocean's Delight #704,Italian,Chicago,2.9,301,$$$$,+1-508-587-5937
705,Curry Kingdom #705,Greek,Houston,3.3,95,$$$$,+1-799-822-7390
706,Curry Kingdom #706,American,Chicago,4.4,791,$$$$,+1-112-395-8353
707,Burger Haven #707,Mexican,Dallas,3.9,174,$,+1-199-644-6797
708,Burger Haven #708,Mediterranean,Phoenix,3.2,289,$$$,+1-376-373-2610
709,Pasta Point #709,Mediterranean,San Antonio,2.8,470,$$$$,+1-891-791-4961
710,Noodle Nook #710,Japanese,Dallas,4.2,937,$$$,+1-793-806-3947
711,Sushi World #711,Greek,New York,4.2,535,$,+1-951-169-1195
712,Burger Haven #712,Chinese,Dallas,4.9,160,$,+1-801-556-6759
713,Grill House #713,American,Phoenix,3.8,860,$$,+1-134-124-2506
714,Tasty Table #714,Mediterranean,Houston,3.7,457,$,+1-825-222-2415
715,Noodle Nook #715,Indian,San Antonio,2.7,103,$$,+1-213-812-4018
716,Pasta Point #716,American,San Diego,2.6,979,$,+1-754-564-5528
717,Burger Haven #717,Mexican,Phoenix,3.6,942,$$,+1-899-175-5543
718,Tasty Table #718,Thai,San Antonio,3.3,237,$$$,+1-161-364-5336
719,Spice Symphony #719,French,Los Angeles,3.1,846,$$$$,+1-305-724-7432
720,Spice Symphony #720,French,Los Angeles,2.7,471,$$,+1-653-887-8065
721,Grill House #721,Mediterranean,Los Angeles,4.9,915,$$$$,+1-832-365-2692
722,Tasty Table #722,Chinese,Los Angeles,4.6,367,$$$,+1-895-556-1307
723,Curry Kingdom #723,Indian,New York,3.9,962,$,+1-780-499-5365
724,Spice Symphony #724,Mexican,San Antonio,4.9,37,$,+1-627-824-9039
725,Curry Kingdom #725,Thai,San Antonio,5.0,434,$,+1-653-331-1054
726,Burger Haven #726,French,Los Angeles,4.2,64,$$$,+1-441-798-5961
727,Burger Haven #727,Italian,Los Angeles,3.2,415,$$$,+1-647-973-6571
728,Ocean's Delight #728,French,Phoenix,2.6,524,$$,+1-280-667-1644
729,Burger Haven #729,Japanese,Phoenix,4.4,392,$$$$,+1-209-745-6886
730,Curry Kingdom #730,Chinese,San Diego,3.7,251,$$,+1-243-136-4163
731,Tasty Table #731,Mediterranean,Houston,4.1,405,$$$$,+1-498-164-9856
732,Pasta Point #732,French,Dallas,4.8,93,$$$$,+1-116-137-6558
733,Tasty Table #733,Mexican,New York,3.0,393,$$$$,+1-221-316-9570
734,Curry Kingdom #734,Greek,Chicago,4.0,239,$$,+1-173-137-3319
735,Curry Kingdom #735,Italian,San Diego,4.1,38,$,+1-348-818-3138
736,Tasty Table #736,Indian,New York,3.7,336,$$$,+1-940-912-2594
737,Curry Kingdom #737,Mediterranean,Chicago,2.7,963,$,+1-937-937-2742
738,Ocean's Delight #738,French,San Jose,3.4,111,$$,+1-164-923-4320
739,Burger Haven #739,Mexican,San Antonio,3.3,869,$$$,+1-223-800-9943
740,Spice Symphony #740,Mexican,Houston,4.2,741,$,+1-707-277-6496
741,Ocean's Delight #741,Chinese,Phoenix,4.6,675,$$,+1-875-525-3753
742,Sushi World #742,Greek,Chicago,3.3,353,$$$$,+1-349-695-1666
743,Spice Symphony #743,Chinese,San Jose,4.2,820,$$$$,+1-896-261-1256
744,Curry Kingdom #744,Chinese,New York,3.2,159,$,+1-283-191-5648
745,Burger Haven #745,French,Chicago,4.9,150,$$,+1-246-755-5439
746,Pizza Palace #746,French,San Antonio,4.5,49,$$,+1-278-725-1616
747,Noodle Nook #747,Indian,San Diego,3.9,303,$,+1-742-946-5934
748,Sushi World #748,Thai,New York,3.6,949,$$,+1-296-220-9686
749,Ocean's Delight #749,Mediterranean,Philadelphia,3.3,859,$$,+1-575-888-4409
750,Pasta Point #750,Italian,Houston,3.3,493,$,+1-915-252-8772
751,Curry Kingdom #751,Indian,Chicago,4.9,722,$,+1-155-760-6966
752,Pasta Point #752,Japanese,San Antonio,3.5,861,$$$,+1-442-731-8424
753,Tasty Table #753,Chinese,New York,3.8,152,$$,+1-261-904-1476
754,Curry Kingdom #754,Greek,Los Angeles,5.0,787,$,+1-340-838-8287
755,Noodle Nook #755,Mediterranean,Philadelphia,4.1,732,$$$$,+1-303-865-6336
756,Grill House #756,Chinese,Philadelphia,3.9,490,$$,+1-200-342-7759
757,Grill House #757,Thai,Houston,3.5,469,$,+1-582-699-8936
758,Tasty Table #758,Thai,Chicago,3.0,640,$$,+1-724-565-3917
759,Burger Haven #759,Mexican,Chicago,3.4,15,$$$$,+1-837-298-6875
760,Pasta Point #760,Japanese,Philadelphia,4.4,937,$$,+1-132-808-1977
761,Pasta Point #761,Indian,Los Angeles,4.1,91,$$$$,+1-569-528-3804
762,Sushi World #762,Japanese,Phoenix,4.4,29,$$,+1-908-913-3784
763,Noodle Nook #763,Greek,Houston,3.0,272,$,+1-521-977-9548
764,Curry Kingdom #764,Japanese,San Jose,3.9,230,$$$$,+1-957-573-5573
765,Tasty Table #765,Thai,Houston,4.8,865,$$,+1-435-544-4643
766,Noodle Nook #766,Indian,San Jose,3.6,163,$,+1-527-145-1656
767,Curry Kingdom #767,Greek,New York,4.2,571,$$$$,+1-643-503-8852
768,Ocean's Delight #768,French,San Diego,2.8,972,$$,+1-185-671-1203
769,Burger Haven #769,Japanese,Chicago,4.9,754,$$$,+1-402-344-2486
770,Tasty Table #770,French,Phoenix,4.0,633,$$,+1-820-570-1399
771,Curry Kingdom #771,French,Chicago,3.1,550,$$$$,+1-289-908-7068
772,Curry Kingdom #772,Italian,Los Angeles,2.9,443,$$$$,+1-807-440-9698
773,Tasty Table #773,American,San Antonio,3.9,123,$$$,+1-814-727-9887
774,Noodle Nook #774,Japanese,Los Angeles,3.9,804,$$$,+1-853-156-9433
775,Sushi World #775,Italian,Los Angeles,2.7,305,$$$$,+1-474-576-1669
776,Sushi World #776,Mexican,Chicago,5.0,253,$,+1-674-826-4354
777,Spice Symphony #777,Mexican,Houston,4.8,318,$,+1-764-589-4437
778,Grill House #778,Mexican,Philadelphia,3.7,134,$$$,+1-615-796-7929
779,Pasta Point #779,Italian,Los Angeles,2.8,58,$$$,+1-453-563-8966
780,Pizza Palace #780,Greek,Los Angeles,4.6,254,$$$$,+1-826-644-9730
781,Pasta Point #781,French,San Jose,3.7,439,$$$,+1-919-789-2075
782,Grill House #782,French,Los Angeles,4.3,664,$,+1-500-283-5724
783,Ocean's Delight #783,Chinese,Chicago,3.8,822,$$$,+1-214-813-3424
784,Curry Kingdom #784,Indian,Houston,3.2,647,$,+1-400-526-9870
785,Spice Symphony #785,French,Philadelphia,4.6,478,$$$$,+1-554-855-1351
786,Pasta Point #786,Japanese,Los Angeles,5.0,74,$,+1-992-921-4806
787,Pizza Palace #787,Mexican,San Antonio,3.1,123,$$$,+1-771-761-6346
788,Curry Kingdom #788,Mediterranean,Dallas,3.9,866,$$$$,+1-568-411-3161
789,Pasta Point #789,Indian,Phoenix,3.5,936,$$,+1-595-480-5720
790,Tasty Table #790,Indian,Philadelphia,4.8,521,$$$,+1-566-270-3634
791,Pizza Palace #791,American,Chicago,3.8,621,$$,+1-959-825-3514
792,Spice Symphony #792,Japanese,Los Angeles,4.7,558,$,+1-424-688-3072
793,Curry Kingdom #793,American,Philadelphia,4.7,26,$$,+1-310-675-1568
794,Sushi World #794,Mexican,Chicago,3.2,657,$$$,+1-559-652-3663
795,Pizza Palace #795,American,Los Angeles,4.5,537,$,+1-514-611-3381
796,Curry Kingdom #796,Mexican,Chicago,3.5,598,$,+1-856-659-9313
797,Sushi World #797,American,San Diego,4.8,257,$$$,+1-872-687-3409
798,Noodle Nook #798,French,Philadelphia,3.8,745,$,+1-849-590-1656
799,Spice Symphony #799,Greek,Los Angeles,4.6,157,$$$,+1-125-511-4610
800,Curry Kingdom #800,Mexican,Los Angeles,3.2,308,$$$,+1-156-722-4197
801,Noodle Nook #801,Greek,Houston,3.2,449,$$$,+1-300-123-2369
802,Pizza Palace #802,French,Los Angeles,4.0,11,$$$$,+1-299-602-6206
803,Noodle Nook #803,Mediterranean,Dallas,5.0,639,$,+1-782-469-7513
804,Spice Symphony #804,Thai,Philadelphia,3.7,371,$$$$,+1-481-112-5663
805,Sushi World #805,Mexican,Phoenix,2.9,256,$$$$,+1-995-674-2435
806,Grill House #806,French,San Antonio,3.8,594,$$$$,+1-395-267-7944
807,Burger Haven #807,Indian,San Jose,3.4,436,$,+1-247-312-5968
808,Curry Kingdom #808,Greek,Philadelphia,3.9,201,$,+1-704-874-7156
809,Ocean's Delight #809,Italian,San Antonio,3.9,690,$$$,+1-524-279-8571
810,Noodle Nook #810,Indian,Houston,3.6,694,$$,+1-952-490-5742
811,Pizza Palace #811,French,New York,3.3,97,$$$,+1-954-699-5979
812,Curry Kingdom #812,Greek,San Diego,3.0,546,$$,+1-127-910-1040
813,Spice Symphony #813,American,Phoenix,4.2,379,$$$$,+1-227-769-5713
814,Burger Haven #814,Indian,San Diego,3.9,79,$$,+1-129-222-5541
815,Curry Kingdom #815,Chinese,San Jose,3.1,986,$$$,+1-695-592-8144
816,Pasta Point #816,French,Los Angeles,4.4,548,$$$,+1-624-850-1287
817,Pasta Point #817,Indian,San Jose,2.6,567,$,+1-249-427-8553
818,Spice Symphony #818,Mexican,Chicago,4.4,529,$,+1-379-469-7873
819,Sushi World #819,Italian,Phoenix,4.3,815,$$$,+1-642-754-2258
820,Pizza Palace #820,Japanese,Chicago,4.5,529,$,+1-713-870-3738
821,Pizza Palace #821,Mexican,Philadelphia,3.5,577,$$$,+1-377-801-6939
822,Ocean's Delight #822,Greek,San Jose,4.2,30,$$$,+1-943-247-1211
823,Spice Symphony #823,Greek,Phoenix,4.6,409,$$$,+1-897-596-7750
824,Sushi World #824,Indian,Los Angeles,5.0,904,$$,+1-258-615-4622
825,Grill House #825,Greek,San Jose,3.7,491,$,+1-527-571-2251
826,Ocean's Delight #826,Indian,New York,2.6,54,$$$$,+1-456-419-6940
827,Spice Symphony #827,French,San Jose,3.8,660,$$$,+1-276-826-5991
828,Tasty Table #828,Chinese,Houston,4.0,406,$$,+1-977-810-3332
829,Grill House #829,American,Chicago,4.7,392,$$,+1-233-180-7960
830,Ocean's Delight #830,Chinese,New York,4.7,269,$$$$,+1-875-541-1696
831,Grill House #831,Chinese,New York,3.6,775,$,+1-580-221-5145
832,Tasty Table #832,Chinese,Phoenix,3.8,26,$,+1-872-198-3028
833,Noodle Nook #833,Japanese,San Jose,3.6,375,$$,+1-289-786-6759
834,Tasty Table #834,Chinese,Chicago,4.3,817,$$$,+1-693-456-6770
835,Spice Symphony #835,Greek,San Jose,3.5,79,$$,+1-617-683-2119
836,Ocean's Delight #836,Mediterranean,New York,4.1,363,$$,+1-832-296-5617
837,Spice Symphony #837,Greek,New York,2.9,256,$,+1-319-616-8777
838,Sushi World #838,Mediterranean,Chicago,3.7,760,$$$$,+1-789-209-3963
839,Sushi World #839,Thai,San Antonio,4.9,682,$$,+1-626-333-7677
840,Ocean's Delight #840,Mexican,Los Angeles,3.3,653,$$$$,+1-212-632-3226
841,Curry Kingdom #841,Mexican,Phoenix,4.2,116,$,+1-184-435-9088
842,Ocean's Delight #842,Thai,Phoenix,4.1,800,$$$$,+1-714-853-6111
843,Curry Kingdom #843,Japanese,Dallas,4.6,605,$$$$,+1-397-975-8011
844,Grill House #844,Chinese,San Diego,4.6,762,$$$,+1-283-113-9055
845,Ocean's Delight #845,Thai,San Diego,4.6,784,$,+1-222-246-7468
846,Burger Haven #846,Mediterranean,Los Angeles,3.5,350,$$,+1-166-472-4261
847,Sushi World #847,Japanese,San Jose,3.3,146,$$$$,+1-225-338-7958
848,Curry Kingdom #848,American,San Jose,4.3,55,$$$,+1-874-908-7557
849,Sushi World #849,French,San Jose,4.4,370,$$$$,+1-596-623-5569
850,Spice Symphony #850,French,Los Angeles,4.7,569,$,+1-356-601-9147
851,Grill House #851,Indian,New York,2.6,356,$,+1-855-154-2117
852,Curry Kingdom #852,Italian,Chicago,2.7,843,$$$$,+1-719-795-6356
853,Spice Symphony #853,American,San Jose,4.1,668,$,+1-878-178-9518
854,Curry Kingdom #854,French,Houston,4.8,189,$$$,+1-777-609-9032
855,Pizza Palace #855,American,Dallas,5.0,860,$$$,+1-928-980-9856
856,Pizza Palace #856,Italian,New York,4.4,807,$$$$,+1-221-492-8374
857,Sushi World #857,Thai,San Diego,3.6,711,$$$$,+1-136-133-3897
858,Pizza Palace #858,American,Chicago,2.7,485,$$$$,+1-541-237-6119
859,Burger Haven #859,French,Los Angeles,4.1,722,$$$$,+1-775-667-9837
860,Noodle Nook #860,French,San Diego,4.7,500,$$,+1-618-157-7412
861,Pasta Point #861,French,San Jose,3.6,656,$$$$,+1-731-792-6779
862,Pasta Point #862,Mexican,New York,4.2,196,$,+1-704-146-3100
863,Sushi World #863,Mexican,San Jose,4.8,840,$,+1-883-740-6591
864,Burger Haven #864,Chinese,San Antonio,2.6,148,$$$,+1-465-521-6755
865,Tasty Table #865,Japanese,Houston,4.5,74,$$,+1-763-419-2391
866,Ocean's Delight #866,American,Los Angeles,3.2,743,$$$,+1-273-120-9821
867,Sushi World #867,Italian,San Diego,3.4,804,$$$$,+1-681-627-7900
868,Pasta Point #868,Italian,San Diego,2.9,976,$,+1-424-486-7394
869,Sushi World #869,Mediterranean,Los Angeles,3.8,478,$$$$,+1-202-807-4373
870,Sushi World #870,French,Dallas,3.9,47,$$$,+1-270-729-5907
871,Sushi World #871,Thai,Houston,4.5,310,$$$$,+1-750-967-2234
872,Pizza Palace #872,Japanese,Phoenix,2.9,216,$$$,+1-148-404-7586
873,Grill House #873,Mediterranean,Los Angeles,2.7,54,$,+1-706-444-5478
874,Ocean's Delight #874,Mediterranean,Dallas,4.7,820,$$$$,+1-537-314-6690
875,Ocean's Delight #875,American,Dallas,4.0,214,$$$,+1-543-779-9846
876,Sushi World #876,Japanese,San Antonio,3.1,917,$$$$,+1-357-739-9443
877,Curry Kingdom #877,Greek,Chicago,4.8,52,$,+1-742-820-9457
878,Spice Symphony #878,Mediterranean,San Diego,2.9,333,$$,+1-776-943-8656
879,Pasta Point #879,Greek,San Jose,3.7,965,$$$$,+1-679-844-1981
880,Pizza Palace #880,Japanese,Philadelphia,3.1,327,$$$$,+1-251-346-3465
881,Pasta Point #881,Thai,San Antonio,3.1,537,$$$,+1-980-950-2055
882,Grill House #882,Thai,Phoenix,2.5,417,$$$,+1-761-264-5201
883,Noodle Nook #883,Japanese,San Antonio,4.5,844,$$,+1-216-253-4144
884,Tasty Table #884,Japanese,Phoenix,4.8,566,$$$$,+1-597-673-8145
885,Burger Haven #885,Italian,Houston,4.2,494,$$,+1-379-239-1477
886,Pasta Point #886,American,Dallas,2.9,269,$$,+1-759-972-1691
887,Curry Kingdom #887,Italian,New York,3.6,47,$,+1-421-716-5882
888,Ocean's Delight #888,Thai,Philadelphia,3.4,781,$,+1-506-959-3302
889,Grill House #889,Chinese,San Jose,4.0,672,$,+1-634-780-9605
890,Pasta Point #890,French,Los Angeles,4.1,205,$$,+1-714-225-6134
891,Sushi World #891,Mediterranean,San Antonio,3.6,302,$$,+1-533-323-3363
892,Ocean's Delight #892,Indian,Houston,3.1,375,$$$,+1-550-518-5166
893,Noodle Nook #893,Italian,San Diego,4.6,892,$$$,+1-816-215-6185
894,Pizza Palace #894,Thai,San Diego,3.0,809,$$,+1-384-903-3374
895,Sushi World #895,French,Philadelphia,3.5,58,$$$,+1-121-760-1570
896,Tasty Table #896,Japanese,Phoenix,3.7,896,$$$$,+1-416-754-6945
897,Ocean's Delight #897,Greek,Houston,3.1,681,$$$$,+1-497-108-7438
898,Pasta Point #898,American,Los Angeles,3.9,349,$$,+1-404-315-3625
899,Curry Kingdom #899,Mexican,San Antonio,3.9,289,$,+1-380-987-2312
900,Curry Kingdom #900,French,San Antonio,5.0,137,$$$,+1-834-532-2644
901,Spice Symphony #901,American,Dallas,3.2,828,$,+1-460-530-9973
902,Sushi World #902,French,New York,4.9,386,$,+1-756-756-4010
903,Curry Kingdom #903,Indian,New York,4.1,457,$$$$,+1-304-743-6006
904,Sushi World #904,Mediterranean,Los Angeles,3.2,920,$,+1-261-355-9460
905,Spice Symphony #905,Mediterranean,San Antonio,3.9,419,$$$,+1-562-589-3187
906,Pasta Point #906,Indian,San Jose,4.2,771,$$$,+1-918-388-4254
907,Ocean's Delight #907,Thai,Philadelphia,4.4,460,$$,+1-502-997-7182
908,Noodle Nook #908,Japanese,New York,2.6,926,$,+1-671-762-4747
909,Ocean's Delight #909,French,Houston,4.0,989,$$$,+1-818-972-3764
910,Tasty Table #910,Thai,San Jose,3.7,405,$$$$,+1-714-366-3445
911,Ocean's Delight #911,Mexican,Chicago,4.8,357,$,+1-114-835-9615
912,Burger Haven #912,French,San Diego,3.2,201,$,+1-329-830-4328
913,Grill House #913,American,Phoenix,4.5,518,$$$$,+1-491-233-8066
914,Grill House #914,Mediterranean,Houston,4.0,718,$$$,+1-844-793-4102
915,Burger Haven #915,Indian,San Antonio,3.4,519,$$,+1-129-397-5289
916,Grill House #916,Mediterranean,San Diego,4.1,386,$$,+1-478-696-8506
917,Ocean's Delight #917,Italian,San Diego,4.1,956,$$,+1-992-431-7513
918,Grill House #918,Thai,San Antonio,4.2,826,$$$,+1-174-197-1962
919,Tasty Table #919,Mexican,Houston,4.3,541,$$$$,+1-462-720-1745
920,Tasty Table #920,American,Dallas,4.1,283,$$$$,+1-409-504-7076
921,Spice Symphony #921,Greek,New York,4.6,830,$$,+1-366-273-9253
922,Curry Kingdom #922,Mexican,San Diego,4.1,94,$$,+1-191-424-9690
923,Burger Haven #923,Indian,Phoenix,4.8,754,$,+1-420-145-3095
924,Curry Kingdom #924,American,Philadelphia,4.1,444,$$$$,+1-389-997-5312
925,Noodle Nook #925,American,Dallas,3.3,90,$$$,+1-546-268-6169
926,Curry Kingdom #926,Indian,Dallas,3.6,450,$$$$,+1-154-293-3435
927,Tasty Table #927,Japanese,Chicago,3.9,626,$,+1-581-366-3679
928,Curry Kingdom #928,Thai,Los Angeles,4.3,852,$$$$,+1-141-552-6841
929,Pizza Palace #929,French,San Diego,2.7,194,$$$$,+1-215-966-3425
930,Ocean's Delight #930,Mexican,Los Angeles,3.2,568,$$,+1-989-390-3959
931,Spice Symphony #931,Greek,Phoenix,4.4,310,$$,+1-697-104-9618
932,Noodle Nook #932,Indian,San Antonio,2.9,338,$,+1-352-886-9161
933,Ocean's Delight #933,Mexican,New York,2.8,115,$$$,+1-797-796-2998
934,Burger Haven #934,Mexican,San Jose,3.8,91,$,+1-957-431-3519
935,Tasty Table #935,Chinese,San Diego,4.9,345,$$$$,+1-564-743-5412
936,Noodle Nook #936,Italian,Philadelphia,3.8,686,$,+1-771-737-8423
937,Sushi World #937,Mediterranean,Chicago,4.8,312,$$,+1-983-149-5635
938,Sushi World #938,Italian,Los Angeles,4.6,323,$$$$,+1-194-508-5180
939,Spice Symphony #939,Japanese,San Antonio,3.1,466,$,+1-121-972-4411
940,Spice Symphony #940,Thai,San Antonio,4.6,627,$$$,+1-762-870-3525
941,Ocean's Delight #941,American,San Diego,3.7,744,$$$$,+1-853-925-6080
942,Noodle Nook #942,Indian,Philadelphia,4.5,446,$,+1-952-476-9399
943,Grill House #943,French,San Diego,4.4,180,$$$$,+1-587-374-7931
944,Ocean's Delight #944,Thai,Philadelphia,3.3,716,$$,+1-544-745-7979
945,Ocean's Delight #945,Italian,Dallas,2.8,464,$$$,+1-574-792-4673
946,Spice Symphony #946,French,Dallas,4.9,369,$,+1-397-579-8165
947,Ocean's Delight #947,French,Phoenix,2.9,467,$$,+1-230-800-5921
948,Grill House #948,Greek,San Antonio,4.9,53,$$$,+1-682-148-2253
949,Tasty Table #949,Greek,Los Angeles,4.7,754,$$$$,+1-522-196-8612
950,Noodle Nook #950,American,Philadelphia,4.3,900,$$$,+1-699-183-9248
951,Tasty Table #951,Chinese,San Diego,4.9,943,$$,+1-905-286-7438
952,Tasty Table #952,Chinese,San Antonio,4.9,371,$$$,+1-421-701-8454
953,Curry Kingdom #953,Mediterranean,Phoenix,4.5,639,$$$,+1-992-929-4066
954,Grill House #954,Indian,Los Angeles,3.4,455,$$$,+1-992-789-2742
955,Burger Haven #955,Greek,New York,4.5,291,$,+1-504-219-1217
956,Spice Symphony #956,French,San Diego,2.5,664,$$$$,+1-989-773-8974
957,Pasta Point #957,Mediterranean,San Jose,3.8,820,$$$,+1-807-789-7471
958,Pasta Point #958,Chinese,Chicago,3.6,980,$$,+1-114-295-2833
959,Tasty Table #959,Japanese,New York,4.2,68,$$,+1-592-764-3378
960,Grill House #960,Thai,Dallas,4.2,86,$$,+1-188-408-8592
961,Spice Symphony #961,French,San Antonio,4.0,697,$,+1-219-270-3497
962,Curry Kingdom #962,French,San Diego,4.6,662,$,+1-980-560-4975
963,Grill House #963,American,San Jose,4.9,425,$$$$,+1-152-441-1129
964,Ocean's Delight #964,Thai,San Antonio,2.8,382,$$$$,+1-854-692-5764
965,Tasty Table #965,French,San Antonio,3.1,535,$$$$,+1-625-705-8993
966,Grill House #966,Italian,Dallas,2.6,830,$,+1-532-690-6174
967,Pizza Palace #967,Chinese,Phoenix,4.7,777,$$$$,+1-584-219-9106
968,Noodle Nook #968,Mexican,San Diego,3.9,705,$$$$,+1-121-265-5718
969,Grill House #969,French,Philadelphia,4.8,173,$$$$,+1-337-619-4599
970,Noodle Nook #970,Mexican,San Jose,3.1,985,$$$$,+1-234-400-7395
971,Burger Haven #971,Mexican,San Diego,2.7,41,$$,+1-736-312-5627
972,Ocean's Delight #972,French,Chicago,4.6,156,$$,+1-304-260-9063
973,Ocean's Delight #973,Thai,San Diego,4.8,879,$$$,+1-340-314-1770
974,Tasty Table #974,Mexican,Phoenix,3.3,632,$$$,+1-793-262-3862
975,Pizza Palace #975,Italian,Los Angeles,3.5,704,$$$,+1-540-216-4714
976,Ocean's Delight #976,Greek,Houston,2.8,810,$$$$,+1-364-448-6820
977,Tasty Table #977,Greek,Phoenix,4.9,458,$$,+1-973-806-9444
978,Noodle Nook #978,Chinese,New York,3.3,45,$$$$,+1-918-568-2817
979,Ocean's Delight #979,Mediterranean,San Jose,3.7,139,$,+1-943-675-1687
980,Pizza Palace #980,Chinese,Chicago,2.7,78,$,+1-991-310-6925
981,Spice Symphony #981,American,San Diego,4.7,251,$$$$,+1-850-991-2626
982,Spice Symphony #982,Mexican,Philadelphia,2.8,807,$$,+1-225-968-4307
983,Curry Kingdom #983,Thai,New York,3.6,670,$$,+1-954-928-8760
984,Sushi World #984,American,Dallas,4.2,385,$$,+1-187-372-7101
985,Burger Haven #985,Mexican,Houston,4.4,380,$$,+1-871-871-9677
986,Burger Haven #986,Japanese,Chicago,4.9,402,$$$$,+1-523-519-8516
987,Pizza Palace #987,Mexican,New York,3.5,982,$$$$,+1-249-888-1162
988,Pizza Palace #988,Chinese,Los Angeles,4.4,590,$$$,+1-422-511-3692
989,Burger Haven #989,Italian,San Antonio,2.9,43,$,+1-776-756-3473
990,Noodle Nook #990,Italian,Dallas,3.5,629,$$$,+1-529-511-5986
991,Sushi World #991,Mexican,New York,2.7,167,$$$,+1-640-725-3406
992,Burger Haven #992,French,Houston,3.7,705,$$$$,+1-814-453-7627
993,Grill House #993,American,Los Angeles,3.5,470,$,+1-650-442-7389
994,Spice Symphony #994,Greek,Dallas,4.9,981,$$$,+1-318-195-9383
995,Pizza Palace #995,American,Dallas,2.6,389,$$$,+1-875-750-3621
996,Tasty Table #996,Italian,Dallas,3.4,390,$$$,+1-347-952-5979
997,Burger Haven #997,Greek,Los Angeles,3.6,464,$,+1-961-481-5255
998,Pizza Palace #998,Mexican,Los Angeles,4.9,791,$,+1-874-766-3043
999,Curry Kingdom #999,American,San Jose,4.6,88,$,+1-564-447-4868
